cell_list,protein_list,tissue_list
IGROV1,ENSP00000402060,ovary
IGROV1,ENSP00000276282,ovary
IGROV1,ENSP00000256196,ovary
IGROV1,ENSP00000335628,ovary
IGROV1,ENSP00000302276,ovary
IGROV1,ENSP00000352513,ovary
IGROV1,ENSP00000438042,ovary
IGROV1,ENSP00000311095,ovary
IGROV1,ENSP00000342235,ovary
IGROV1,ENSP00000263187,ovary
IGROV1,ENSP00000328928,ovary
IGROV1,ENSP00000297316,ovary
IGROV1,ENSP00000274625,ovary
IGROV1,ENSP00000285018,ovary
IGROV1,ENSP00000264734,ovary
IGROV1,ENSP00000355001,ovary
IGROV1,ENSP00000353731,ovary
IGROV1,ENSP00000264651,ovary
IGROV1,ENSP00000297029,ovary
IGROV1,ENSP00000384725,ovary
IGROV1,ENSP00000387462,ovary
IGROV1,ENSP00000286298,ovary
IGROV1,ENSP00000378517,ovary
IGROV1,ENSP00000376403,ovary
IGROV1,ENSP00000369400,ovary
IGROV1,ENSP00000360167,ovary
IGROV1,ENSP00000285379,ovary
IGROV1,ENSP00000300571,ovary
IGROV1,ENSP00000326445,ovary
IGROV1,ENSP00000359073,ovary
IGROV1,ENSP00000331983,ovary
IGROV1,ENSP00000244926,ovary
IGROV1,ENSP00000244930,ovary
IGROV1,ENSP00000356263,ovary
IGROV1,ENSP00000356172,ovary
IGROV1,ENSP00000369456,ovary
IGROV1,ENSP00000358802,ovary
IGROV1,ENSP00000356308,ovary
IGROV1,ENSP00000333900,ovary
IGROV1,ENSP00000335203,ovary
IGROV1,ENSP00000285979,ovary
IGROV1,ENSP00000260682,ovary
IGROV1,ENSP00000232975,ovary
IGROV1,ENSP00000263094,ovary
IGROV1,ENSP00000278823,ovary
IGROV1,ENSP00000343027,ovary
IGROV1,ENSP00000257408,ovary
IGROV1,ENSP00000368104,ovary
IGROV1,ENSP00000390661,ovary
IGROV1,ENSP00000264601,ovary
IGROV1,ENSP00000243457,ovary
IGROV1,ENSP00000302564,ovary
IGROV1,ENSP00000417182,ovary
IGROV1,ENSP00000344115,ovary
IGROV1,ENSP00000368682,ovary
IGROV1,ENSP00000369699,ovary
IGROV1,ENSP00000371483,ovary
IGROV1,ENSP00000360672,ovary
IGROV1,ENSP00000196061,ovary
IGROV1,ENSP00000360688,ovary
IGROV1,ENSP00000402861,ovary
IGROV1,ENSP00000160373,ovary
IGROV1,ENSP00000216484,ovary
IGROV1,ENSP00000219596,ovary
IGROV1,ENSP00000310338,ovary
IGROV1,ENSP00000301908,ovary
IGROV1,ENSP00000346466,ovary
IGROV1,ENSP00000370737,ovary
IGROV1,ENSP00000332504,ovary
IGROV1,ENSP00000258281,ovary
IGROV1,ENSP00000358783,ovary
IGROV1,ENSP00000234590,ovary
IGROV1,ENSP00000344562,ovary
IGROV1,ENSP00000310573,ovary
IGROV1,ENSP00000366528,ovary
IGROV1,ENSP00000369325,ovary
IGROV1,ENSP00000402152,ovary
IGROV1,ENSP00000323348,ovary
IGROV1,ENSP00000312673,ovary
IGROV1,ENSP00000261405,ovary
IGROV1,ENSP00000369547,ovary
IGROV1,ENSP00000286719,ovary
IGROV1,ENSP00000358966,ovary
IGROV1,ENSP00000309515,ovary
IGROV1,ENSP00000371037,ovary
IGROV1,ENSP00000333374,ovary
IGROV1,ENSP00000376623,ovary
IGROV1,ENSP00000321999,ovary
IGROV1,ENSP00000355920,ovary
IGROV1,ENSP00000244573,ovary
IGROV1,ENSP00000314608,ovary
IGROV1,ENSP00000302548,ovary
IGROV1,ENSP00000332757,ovary
IGROV1,ENSP00000323880,ovary
IGROV1,ENSP00000352264,ovary
IGROV1,ENSP00000359022,ovary
IGROV1,ENSP00000365782,ovary
IGROV1,ENSP00000345895,ovary
IGROV1,ENSP00000266263,ovary
IGROV1,ENSP00000346634,ovary
IGROV1,ENSP00000274255,ovary
IGROV1,ENSP00000219837,ovary
IGROV1,ENSP00000230122,ovary
IGROV1,ENSP00000314396,ovary
IGROV1,ENSP00000377280,ovary
IGROV1,ENSP00000307183,ovary
IGROV1,ENSP00000257940,ovary
IGROV1,ENSP00000232888,ovary
IGROV1,ENSP00000268099,ovary
IGROV1,ENSP00000318318,ovary
IGROV1,ENSP00000332448,ovary
IGROV1,ENSP00000301458,ovary
IGROV1,ENSP00000338964,ovary
IGROV1,ENSP00000317904,ovary
IGROV1,ENSP00000441000,ovary
IGROV1,ENSP00000417190,ovary
IGROV1,ENSP00000216034,ovary
IGROV1,ENSP00000255784,ovary
IGROV1,ENSP00000224073,ovary
IGROV1,ENSP00000247665,ovary
IGROV1,ENSP00000265896,ovary
IGROV1,ENSP00000309792,ovary
IGROV1,ENSP00000383866,ovary
IGROV1,ENSP00000366237,ovary
IGROV1,ENSP00000400010,ovary
IGROV1,ENSP00000340796,ovary
IGROV1,ENSP00000355051,ovary
IGROV1,ENSP00000362144,ovary
IGROV1,ENSP00000384408,ovary
IGROV1,ENSP00000407818,ovary
IGROV1,ENSP00000361932,ovary
IGROV1,ENSP00000306817,ovary
IGROV1,ENSP00000264716,ovary
IGROV1,ENSP00000263413,ovary
IGROV1,ENSP00000331305,ovary
IGROV1,ENSP00000221419,ovary
IGROV1,ENSP00000428480,ovary
IGROV1,ENSP00000241014,ovary
IGROV1,ENSP00000418735,ovary
IGROV1,ENSP00000253968,ovary
IGROV1,ENSP00000357844,ovary
IGROV1,ENSP00000379678,ovary
IGROV1,ENSP00000258416,ovary
RD,ENSP00000304408,soft tissue
RD,ENSP00000264893,soft tissue
RD,ENSP00000400365,soft tissue
RD,ENSP00000363092,soft tissue
RD,ENSP00000364140,soft tissue
RD,ENSP00000234816,soft tissue
RD,ENSP00000378289,soft tissue
RD,ENSP00000306997,soft tissue
RD,ENSP00000245503,soft tissue
RD,ENSP00000297848,soft tissue
RD,ENSP00000211998,soft tissue
RD,ENSP00000346577,soft tissue
RD,ENSP00000327145,soft tissue
RD,ENSP00000364000,soft tissue
RD,ENSP00000301945,soft tissue
RD,ENSP00000284987,soft tissue
RD,ENSP00000229922,soft tissue
RD,ENSP00000357362,soft tissue
RD,ENSP00000303394,soft tissue
RD,ENSP00000316779,soft tissue
RD,ENSP00000272198,soft tissue
RD,ENSP00000313172,soft tissue
RD,ENSP00000294904,soft tissue
RD,ENSP00000304290,soft tissue
RD,ENSP00000446121,soft tissue
RD,ENSP00000264167,soft tissue
RD,ENSP00000258400,soft tissue
RD,ENSP00000274473,soft tissue
RD,ENSP00000357206,soft tissue
RD,ENSP00000172229,soft tissue
RD,ENSP00000310901,soft tissue
RD,ENSP00000293894,soft tissue
RD,ENSP00000264042,soft tissue
RD,ENSP00000452120,soft tissue
RD,ENSP00000354874,soft tissue
RD,ENSP00000315386,soft tissue
RD,ENSP00000263934,soft tissue
RD,ENSP00000263881,soft tissue
RD,ENSP00000263640,soft tissue
RD,ENSP00000457733,soft tissue
RD,ENSP00000264276,soft tissue
RD,ENSP00000388942,soft tissue
RD,ENSP00000263849,soft tissue
RD,ENSP00000320236,soft tissue
RD,ENSP00000386264,soft tissue
RD,ENSP00000352608,soft tissue
RD,ENSP00000389709,soft tissue
RD,ENSP00000434614,soft tissue
RD,ENSP00000358888,soft tissue
RD,ENSP00000338272,soft tissue
RD,ENSP00000265362,soft tissue
RD,ENSP00000366306,soft tissue
RD,ENSP00000427820,soft tissue
RD,ENSP00000323913,soft tissue
RD,ENSP00000394770,soft tissue
RD,ENSP00000371811,soft tissue
RD,ENSP00000325239,soft tissue
RD,ENSP00000365256,soft tissue
RD,ENSP00000361636,soft tissue
RD,ENSP00000363557,soft tissue
RD,ENSP00000302603,soft tissue
RD,ENSP00000348821,soft tissue
RD,ENSP00000278317,soft tissue
RD,ENSP00000356700,soft tissue
RD,ENSP00000429473,soft tissue
RD,ENSP00000386881,soft tissue
RD,ENSP00000342026,soft tissue
RD,ENSP00000319623,soft tissue
RD,ENSP00000347055,soft tissue
RD,ENSP00000353462,soft tissue
RD,ENSP00000380227,soft tissue
RD,ENSP00000221476,soft tissue
RD,ENSP00000334563,soft tissue
RD,ENSP00000333363,soft tissue
RD,ENSP00000329200,soft tissue
RD,ENSP00000342002,soft tissue
RD,ENSP00000265734,soft tissue
RD,ENSP00000337008,soft tissue
RD,ENSP00000401371,soft tissue
RD,ENSP00000373827,soft tissue
RD,ENSP00000387006,soft tissue
RD,ENSP00000260970,soft tissue
RD,ENSP00000351206,soft tissue
RD,ENSP00000302486,soft tissue
RD,ENSP00000364404,soft tissue
RD,ENSP00000268876,soft tissue
RD,ENSP00000300961,soft tissue
RD,ENSP00000357448,soft tissue
RD,ENSP00000403925,soft tissue
RD,ENSP00000384330,soft tissue
RD,ENSP00000348380,soft tissue
RD,ENSP00000362935,soft tissue
RD,ENSP00000176195,soft tissue
RD,ENSP00000355192,soft tissue
RD,ENSP00000393453,soft tissue
RD,ENSP00000352272,soft tissue
RD,ENSP00000226021,soft tissue
RD,ENSP00000346964,soft tissue
RD,ENSP00000315011,soft tissue
RD,ENSP00000370669,soft tissue
RD,ENSP00000252825,soft tissue
RD,ENSP00000382083,soft tissue
RD,ENSP00000164139,soft tissue
RD,ENSP00000261448,soft tissue
RD,ENSP00000343140,soft tissue
RD,ENSP00000359019,soft tissue
RD,ENSP00000287490,soft tissue
RD,ENSP00000244669,soft tissue
RD,ENSP00000347507,soft tissue
RD,ENSP00000321999,soft tissue
RD,ENSP00000296600,soft tissue
RD,ENSP00000414670,soft tissue
RD,ENSP00000313829,soft tissue
RD,ENSP00000286398,soft tissue
RD,ENSP00000350447,soft tissue
RD,ENSP00000385795,soft tissue
RD,ENSP00000362592,soft tissue
RD,ENSP00000261015,soft tissue
RD,ENSP00000338788,soft tissue
RD,ENSP00000314193,soft tissue
RD,ENSP00000318195,soft tissue
RD,ENSP00000281828,soft tissue
RD,ENSP00000387262,soft tissue
RD,ENSP00000273064,soft tissue
RD,ENSP00000264414,soft tissue
RD,ENSP00000310670,soft tissue
RD,ENSP00000237889,soft tissue
RD,ENSP00000264108,soft tissue
RD,ENSP00000386541,soft tissue
RD,ENSP00000263805,soft tissue
RD,ENSP00000373772,soft tissue
RD,ENSP00000364289,soft tissue
RD,ENSP00000409315,soft tissue
RD,ENSP00000361731,soft tissue
RD,ENSP00000256255,soft tissue
RD,ENSP00000354573,soft tissue
RD,ENSP00000362728,soft tissue
RD,ENSP00000362334,soft tissue
RD,ENSP00000359990,soft tissue
RD,ENSP00000359292,soft tissue
RD,ENSP00000419126,soft tissue
RD,ENSP00000186436,soft tissue
RD,ENSP00000335321,soft tissue
RD,ENSP00000263956,soft tissue
RD,ENSP00000260952,soft tissue
RD,ENSP00000406490,soft tissue
RD,ENSP00000386394,soft tissue
RD,ENSP00000264151,soft tissue
RD,ENSP00000236980,soft tissue
RD,ENSP00000387170,soft tissue
RD,ENSP00000362424,soft tissue
RD,ENSP00000384259,soft tissue
RD,ENSP00000325748,soft tissue
RD,ENSP00000309474,soft tissue
RD,ENSP00000346340,soft tissue
RD,ENSP00000283195,soft tissue
RD,ENSP00000259050,soft tissue
RD,ENSP00000338057,soft tissue
RD,ENSP00000368808,soft tissue
RD,ENSP00000334140,soft tissue
RD,ENSP00000343633,soft tissue
RD,ENSP00000324105,soft tissue
RD,ENSP00000309117,soft tissue
RD,ENSP00000366413,soft tissue
RD,ENSP00000359119,soft tissue
RD,ENSP00000284669,soft tissue
RD,ENSP00000311609,soft tissue
RD,ENSP00000362570,soft tissue
RD,ENSP00000261007,soft tissue
RD,ENSP00000334547,soft tissue
RD,ENSP00000318131,soft tissue
RD,ENSP00000446058,soft tissue
RD,ENSP00000354871,soft tissue
RD,ENSP00000349588,soft tissue
RD,ENSP00000438346,soft tissue
RD,ENSP00000296318,soft tissue
RD,ENSP00000216513,soft tissue
RD,ENSP00000223215,soft tissue
RD,ENSP00000295709,soft tissue
RD,ENSP00000368341,soft tissue
RD,ENSP00000260505,soft tissue
RD,ENSP00000364524,soft tissue
RD,ENSP00000357637,soft tissue
RD,ENSP00000263174,soft tissue
RD,ENSP00000301318,soft tissue
RD,ENSP00000265634,soft tissue
RD,ENSP00000413152,soft tissue
RD,ENSP00000250003,soft tissue
RD,ENSP00000207157,soft tissue
RD,ENSP00000296525,soft tissue
RD,ENSP00000290378,soft tissue
RD,ENSP00000363571,soft tissue
RD,ENSP00000258416,soft tissue
RD,ENSP00000287777,soft tissue
RD,ENSP00000341940,soft tissue
RD,ENSP00000349595,soft tissue
RD,ENSP00000267426,soft tissue
RD,ENSP00000289746,soft tissue
RD,ENSP00000363071,soft tissue
RD,ENSP00000241651,soft tissue
RD,ENSP00000258888,soft tissue
RD,ENSP00000258385,soft tissue
RD,ENSP00000298854,soft tissue
RD,ENSP00000284770,soft tissue
RD,ENSP00000245923,soft tissue
RD,ENSP00000303158,soft tissue
RD,ENSP00000260950,soft tissue
RD,ENSP00000262188,soft tissue
RD,ENSP00000467176,soft tissue
RD,ENSP00000420659,soft tissue
RD,ENSP00000298743,soft tissue
RD,ENSP00000240587,soft tissue
RD,ENSP00000304502,soft tissue
RD,ENSP00000451040,soft tissue
RD,ENSP00000349677,soft tissue
RD,ENSP00000262018,soft tissue
RD,ENSP00000345997,soft tissue
RD,ENSP00000255416,soft tissue
RD,ENSP00000355645,soft tissue
RD,ENSP00000364133,soft tissue
RD,ENSP00000307280,soft tissue
RD,ENSP00000320957,soft tissue
RD,ENSP00000360973,soft tissue
RD,ENSP00000337128,soft tissue
NCIH520,ENSP00000304327,lung
NCIH520,ENSP00000284885,lung
NCIH520,ENSP00000317721,lung
NCIH520,ENSP00000364721,lung
NCIH520,ENSP00000222481,lung
NCIH520,ENSP00000256509,lung
NCIH520,ENSP00000356437,lung
NCIH520,ENSP00000262442,lung
NCIH520,ENSP00000331242,lung
NCIH520,ENSP00000422375,lung
NCIH520,ENSP00000360530,lung
NCIH520,ENSP00000417354,lung
NCIH520,ENSP00000364864,lung
NCIH520,ENSP00000309644,lung
NCIH520,ENSP00000365693,lung
NCIH520,ENSP00000376227,lung
NCIH520,ENSP00000281456,lung
NCIH520,ENSP00000344942,lung
NCIH520,ENSP00000355924,lung
NCIH520,ENSP00000261712,lung
NCIH520,ENSP00000362125,lung
NCIH520,ENSP00000323588,lung
NCIH520,ENSP00000377047,lung
NCIH520,ENSP00000265174,lung
NCIH520,ENSP00000346015,lung
NCIH520,ENSP00000376522,lung
NCIH520,ENSP00000246112,lung
NCIH520,ENSP00000185206,lung
NCIH520,ENSP00000361392,lung
NCIH520,ENSP00000300571,lung
NCIH520,ENSP00000232219,lung
NCIH520,ENSP00000368314,lung
NCIH520,ENSP00000225504,lung
NCIH520,ENSP00000261708,lung
NCIH520,ENSP00000254928,lung
NCIH520,ENSP00000311364,lung
NCIH520,ENSP00000356172,lung
NCIH520,ENSP00000239231,lung
NCIH520,ENSP00000257575,lung
NCIH520,ENSP00000228506,lung
NCIH520,ENSP00000329890,lung
NCIH520,ENSP00000310557,lung
NCIH520,ENSP00000233735,lung
NCIH520,ENSP00000281171,lung
NCIH520,ENSP00000346537,lung
NCIH520,ENSP00000259870,lung
NCIH520,ENSP00000262873,lung
NCIH520,ENSP00000302625,lung
NCIH520,ENSP00000268459,lung
NCIH520,ENSP00000364430,lung
NCIH520,ENSP00000296839,lung
NCIH520,ENSP00000386069,lung
NCIH520,ENSP00000334122,lung
NCIH520,ENSP00000294312,lung
NCIH520,ENSP00000286574,lung
NCIH520,ENSP00000233969,lung
NCIH520,ENSP00000285093,lung
NCIH520,ENSP00000258436,lung
NCIH520,ENSP00000302630,lung
NCIH520,ENSP00000390661,lung
NCIH520,ENSP00000268668,lung
NCIH520,ENSP00000379401,lung
NCIH520,ENSP00000260116,lung
NCIH520,ENSP00000260118,lung
NCIH520,ENSP00000337065,lung
NCIH520,ENSP00000304440,lung
NCIH520,ENSP00000387435,lung
NCIH520,ENSP00000301825,lung
NCIH520,ENSP00000315775,lung
NCIH520,ENSP00000434142,lung
NCIH520,ENSP00000370128,lung
NCIH520,ENSP00000307701,lung
NCIH520,ENSP00000296277,lung
NCIH520,ENSP00000363205,lung
NCIH520,ENSP00000297107,lung
NCIH520,ENSP00000240333,lung
NCIH520,ENSP00000347548,lung
NCIH520,ENSP00000270142,lung
NCIH520,ENSP00000286835,lung
NCIH520,ENSP00000246337,lung
NCIH520,ENSP00000355050,lung
NCIH520,ENSP00000305675,lung
NCIH520,ENSP00000171111,lung
NCIH520,ENSP00000413572,lung
NCIH520,ENSP00000347408,lung
NCIH520,ENSP00000262498,lung
NCIH520,ENSP00000264606,lung
NCIH520,ENSP00000386845,lung
NCIH520,ENSP00000242108,lung
NCIH520,ENSP00000381657,lung
NCIH520,ENSP00000293261,lung
NCIH520,ENSP00000279907,lung
NCIH520,ENSP00000260643,lung
NCIH520,ENSP00000357069,lung
NCIH520,ENSP00000302665,lung
NCIH520,ENSP00000264771,lung
NCIH520,ENSP00000321679,lung
NCIH520,ENSP00000377170,lung
NCIH520,ENSP00000255380,lung
NCIH520,ENSP00000255108,lung
NCIH520,ENSP00000357175,lung
NCIH520,ENSP00000336861,lung
NCIH520,ENSP00000356256,lung
NCIH520,ENSP00000356853,lung
NCIH520,ENSP00000347358,lung
NCIH520,ENSP00000358783,lung
NCIH520,ENSP00000246891,lung
NCIH520,ENSP00000362935,lung
NCIH520,ENSP00000257248,lung
NCIH520,ENSP00000331736,lung
NCIH520,ENSP00000255262,lung
NCIH520,ENSP00000250863,lung
NCIH520,ENSP00000257901,lung
NCIH520,ENSP00000368952,lung
NCIH520,ENSP00000360988,lung
NCIH520,ENSP00000264917,lung
NCIH520,ENSP00000358966,lung
NCIH520,ENSP00000199706,lung
NCIH520,ENSP00000329295,lung
NCIH520,ENSP00000297261,lung
NCIH520,ENSP00000310696,lung
NCIH520,ENSP00000218316,lung
NCIH520,ENSP00000393312,lung
NCIH520,ENSP00000302978,lung
NCIH520,ENSP00000262971,lung
NCIH520,ENSP00000315635,lung
NCIH520,ENSP00000257552,lung
NCIH520,ENSP00000305343,lung
NCIH520,ENSP00000296980,lung
NCIH520,ENSP00000420295,lung
NCIH520,ENSP00000168712,lung
NCIH520,ENSP00000340644,lung
NCIH520,ENSP00000284073,lung
NCIH520,ENSP00000358563,lung
NCIH520,ENSP00000253462,lung
NCIH520,ENSP00000313171,lung
NCIH520,ENSP00000433681,lung
NCIH520,ENSP00000220514,lung
NCIH520,ENSP00000301280,lung
NCIH520,ENSP00000355022,lung
NCIH520,ENSP00000361298,lung
NCIH520,ENSP00000288207,lung
NCIH520,ENSP00000310332,lung
NCIH520,ENSP00000361170,lung
NCIH520,ENSP00000351108,lung
NCIH520,ENSP00000219400,lung
NCIH520,ENSP00000248098,lung
NCIH520,ENSP00000264995,lung
NCIH520,ENSP00000265271,lung
NCIH520,ENSP00000202017,lung
NCIH520,ENSP00000258169,lung
NCIH520,ENSP00000349508,lung
NCIH520,ENSP00000219240,lung
NCIH520,ENSP00000393631,lung
NCIH520,ENSP00000358272,lung
NCIH520,ENSP00000370376,lung
NCIH520,ENSP00000379372,lung
NCIH520,ENSP00000311429,lung
NCIH520,ENSP00000342805,lung
NCIH520,ENSP00000370938,lung
NCIH520,ENSP00000301740,lung
NCIH520,ENSP00000305449,lung
NCIH520,ENSP00000219837,lung
NCIH520,ENSP00000274721,lung
NCIH520,ENSP00000276201,lung
NCIH520,ENSP00000358549,lung
NCIH520,ENSP00000356001,lung
NCIH520,ENSP00000257787,lung
NCIH520,ENSP00000255759,lung
NCIH520,ENSP00000369176,lung
NCIH520,ENSP00000240079,lung
NCIH520,ENSP00000362674,lung
NCIH520,ENSP00000338990,lung
NCIH520,ENSP00000278568,lung
NCIH520,ENSP00000311449,lung
NCIH520,ENSP00000003302,lung
NCIH520,ENSP00000200135,lung
NCIH520,ENSP00000436005,lung
NCIH520,ENSP00000263579,lung
NCIH520,ENSP00000341657,lung
NCIH520,ENSP00000279242,lung
NCIH520,ENSP00000267750,lung
NCIH520,ENSP00000260385,lung
NCIH520,ENSP00000267812,lung
NCIH520,ENSP00000260361,lung
NCIH520,ENSP00000311977,lung
NCIH520,ENSP00000252622,lung
NCIH520,ENSP00000262962,lung
NCIH520,ENSP00000341483,lung
NCIH520,ENSP00000377969,lung
NCIH520,ENSP00000221566,lung
NCIH520,ENSP00000245816,lung
NCIH520,ENSP00000245812,lung
NCIH520,ENSP00000233627,lung
NCIH520,ENSP00000215574,lung
NCIH520,ENSP00000252102,lung
NCIH520,ENSP00000301458,lung
NCIH520,ENSP00000215570,lung
NCIH520,ENSP00000292823,lung
NCIH520,ENSP00000361418,lung
NCIH520,ENSP00000312981,lung
NCIH520,ENSP00000263774,lung
NCIH520,ENSP00000325958,lung
NCIH520,ENSP00000246957,lung
NCIH520,ENSP00000407653,lung
NCIH520,ENSP00000330918,lung
NCIH520,ENSP00000268383,lung
NCIH520,ENSP00000321221,lung
NCIH520,ENSP00000455607,lung
NCIH520,ENSP00000223459,lung
NCIH520,ENSP00000322439,lung
NCIH520,ENSP00000322524,lung
NCIH520,ENSP00000326519,lung
NCIH520,ENSP00000382021,lung
NCIH520,ENSP00000262302,lung
NCIH520,ENSP00000262306,lung
NCIH520,ENSP00000268655,lung
NCIH520,ENSP00000322716,lung
NCIH520,ENSP00000306670,lung
NCIH520,ENSP00000253457,lung
NCIH520,ENSP00000325448,lung
NCIH520,ENSP00000327179,lung
NCIH520,ENSP00000263997,lung
NCIH520,ENSP00000268482,lung
NCIH520,ENSP00000306117,lung
NCIH520,ENSP00000219313,lung
NCIH520,ENSP00000377914,lung
NCIH520,ENSP00000219252,lung
NCIH520,ENSP00000320949,lung
NCIH520,ENSP00000245206,lung
NCIH520,ENSP00000378181,lung
NCIH520,ENSP00000260129,lung
NCIH520,ENSP00000330361,lung
NCIH520,ENSP00000310596,lung
NCIH520,ENSP00000220659,lung
NCIH520,ENSP00000333551,lung
NCIH520,ENSP00000353575,lung
NCIH520,ENSP00000361603,lung
NCIH520,ENSP00000361162,lung
NCIH520,ENSP00000394863,lung
NCIH520,ENSP00000361845,lung
NCIH520,ENSP00000392678,lung
NCIH520,ENSP00000361918,lung
NCIH520,ENSP00000361857,lung
NCIH520,ENSP00000248706,lung
NCIH520,ENSP00000290663,lung
NCIH520,ENSP00000366800,lung
NCIH520,ENSP00000262746,lung
NCIH520,ENSP00000383840,lung
NCIH520,ENSP00000308179,lung
NCIH520,ENSP00000358451,lung
NCIH520,ENSP00000302114,lung
NCIH520,ENSP00000320869,lung
NCIH520,ENSP00000350869,lung
NCIH520,ENSP00000304376,lung
NCIH520,ENSP00000395929,lung
NCIH520,ENSP00000378350,lung
NCIH520,ENSP00000353741,lung
NCIH520,ENSP00000425634,lung
NCIH520,ENSP00000431040,lung
NCIH520,ENSP00000381717,lung
NCIH520,ENSP00000322956,lung
NCIH520,ENSP00000424870,lung
NCIH520,ENSP00000345752,lung
NCIH520,ENSP00000358293,lung
NCIH520,ENSP00000306003,lung
NCIH520,ENSP00000354724,lung
NCIH520,ENSP00000314499,lung
NCIH520,ENSP00000295321,lung
NCIH520,ENSP00000295079,lung
NCIH520,ENSP00000258455,lung
NCIH520,ENSP00000384259,lung
NCIH520,ENSP00000394869,lung
NCIH520,ENSP00000371559,lung
NCIH520,ENSP00000313350,lung
NCIH520,ENSP00000361331,lung
NCIH520,ENSP00000247970,lung
NCIH520,ENSP00000368808,lung
NCIH520,ENSP00000404251,lung
NCIH520,ENSP00000338629,lung
NCIH520,ENSP00000389381,lung
NCIH520,ENSP00000417659,lung
NCIH520,ENSP00000309336,lung
NCIH520,ENSP00000305632,lung
NCIH520,ENSP00000343690,lung
NCIH520,ENSP00000360730,lung
NCIH520,ENSP00000305731,lung
NCIH520,ENSP00000361027,lung
NCIH520,ENSP00000344173,lung
NCIH520,ENSP00000356545,lung
NCIH520,ENSP00000346478,lung
NCIH520,ENSP00000333496,lung
NCIH520,ENSP00000320130,lung
NCIH520,ENSP00000368244,lung
NCIH520,ENSP00000352544,lung
NCIH520,ENSP00000219439,lung
NCIH520,ENSP00000311257,lung
NCIH520,ENSP00000376776,lung
NCIH520,ENSP00000269051,lung
NCIH520,ENSP00000278379,lung
NCIH520,ENSP00000296318,lung
NCIH520,ENSP00000311579,lung
NCIH520,ENSP00000441823,lung
NCIH520,ENSP00000362376,lung
NCIH520,ENSP00000260505,lung
NCIH520,ENSP00000336800,lung
NCIH520,ENSP00000367151,lung
NCIH520,ENSP00000416341,lung
NCIH520,ENSP00000347433,lung
NCIH520,ENSP00000324248,lung
NCIH520,ENSP00000329170,lung
NCIH520,ENSP00000361473,lung
NCIH520,ENSP00000287934,lung
NCIH520,ENSP00000285311,lung
NCIH520,ENSP00000295777,lung
NCIH520,ENSP00000374205,lung
NCIH520,ENSP00000221804,lung
NCIH520,ENSP00000389870,lung
NCIH520,ENSP00000296921,lung
NCIH520,ENSP00000413049,lung
NCIH520,ENSP00000270112,lung
NCIH520,ENSP00000217260,lung
NCIH520,ENSP00000348043,lung
NCIH520,ENSP00000384524,lung
NCIH520,ENSP00000258416,lung
NCIH520,ENSP00000264870,lung
NCIH520,ENSP00000257861,lung
NCIH520,ENSP00000265245,lung
NCIH520,ENSP00000309640,lung
NCIH520,ENSP00000328079,lung
NCIH520,ENSP00000372005,lung
NCIH520,ENSP00000325421,lung
NCIH520,ENSP00000380793,lung
NCIH520,ENSP00000411471,lung
